address,borough_name,borough_abbrev,bin_number,block,lot,inspection_date,access_1,ecb_violation_number,dob_violation_number,longitude,latitude,fl_bin,number_calls,preceding_month,preceding_year,proportion_last_year_resolved,specific_datafile,full_address
1062 FLATBUSH AVENUE,Brooklyn,BK,3118553,5152.0,8.0,2014-01-17,MARCH: WORK WITHOUT PERMIT/ECB NOV ISSUED,35081526J,011714CNEDM02,-73.95826032,40.64479219,3118553.0,28,3,9,0,cases/1062 FLATBUSH AVENUE_BROOKLYN_2014-01-17T00:00:00.csv,1062 FLATBUSH AVENUEBrooklyn
1062 FLATBUSH AVENUE,Brooklyn,BK,3118553,5152.0,8.0,2012-06-30,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,34952090M,,-73.95826032,40.64479219,3118553.0,28,0,0,0,cases/1062 FLATBUSH AVENUE_BROOKLYN_2012-06-30T00:00:00.csv,1062 FLATBUSH AVENUEBrooklyn
1062 FLATBUSH AVENUE,Brooklyn,BK,3118553,5152.0,8.0,2012-06-30,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,34952089P,,-73.95826032,40.64479219,3118553.0,28,0,0,0,cases/1062 FLATBUSH AVENUE_BROOKLYN_2012-06-30T00:00:00.csv,1062 FLATBUSH AVENUEBrooklyn
1062 FLATBUSH AVENUE,Brooklyn,BK,3118553,5152.0,8.0,2013-01-04,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.95826032,40.64479219,3118553.0,28,0,0,0,cases/1062 FLATBUSH AVENUE_BROOKLYN_2013-01-04T00:00:00.csv,1062 FLATBUSH AVENUEBrooklyn
1062 FLATBUSH AVENUE,Brooklyn,BK,3118553,5152.0,8.0,2013-11-23,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.95826032,40.64479219,3118553.0,28,2,4,0,cases/1062 FLATBUSH AVENUE_BROOKLYN_2013-11-23T00:00:00.csv,1062 FLATBUSH AVENUEBrooklyn
1065 PACIFIC STREET,Brooklyn,BK,3255799,1126.0,86.0,2016-06-19,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.95792255,40.67915371,3255799.0,161,2,60,0,cases/1065 PACIFIC STREET_BROOKLYN_2016-06-19T00:00:00.csv,1065 PACIFIC STREETBrooklyn
107 NORTH 6 STREET,Brooklyn,BK,3062062,2326.0,31.0,2017-03-31,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.95986071,40.71846616,3062062.0,2,0,0,0,cases/107 NORTH 6 STREET_BROOKLYN_2017-03-31T00:00:00.csv,107 NORTH 6 STREETBrooklyn
107 SUFFOLK STREET,Manhattan,MN,1004301,353.0,54.0,2013-02-15,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.98643603,40.71909368,1004301.0,72,2,27,1,cases/107 SUFFOLK STREET_MANHATTAN_2013-02-15T00:00:00.csv,107 SUFFOLK STREETManhattan
107 SUFFOLK STREET,Manhattan,MN,1004301,353.0,54.0,2012-08-14,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.98643603,40.71909368,1004301.0,72,1,34,0,cases/107 SUFFOLK STREET_MANHATTAN_2012-08-14T00:00:00.csv,107 SUFFOLK STREETManhattan
107-09 ROCKAWAY BOULEVARD,Queens,QN,4247539,11474.0,6.0,2015-09-12,MARCH: WORK WITHOUT PERMIT/ECB NOV ISSUED,35136905P,091215CERAJ02,-73.83182018,40.67859801,4247539.0,33,0,0,0,cases/107-09 ROCKAWAY BOULEVARD_QUEENS_2015-09-12T00:00:00.csv,107-09 ROCKAWAY BOULEVARDQueens
107-09 ROCKAWAY BOULEVARD,Queens,QN,4247539,11474.0,6.0,2013-09-28,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35065030X,092813CNEDC01,-73.83182018,40.67859801,4247539.0,33,0,0,0,cases/107-09 ROCKAWAY BOULEVARD_QUEENS_2013-09-28T00:00:00.csv,107-09 ROCKAWAY BOULEVARDQueens
107-09 ROCKAWAY BOULEVARD,Queens,QN,4247539,11474.0,6.0,2015-09-12,MARCH: WORK WITHOUT PERMIT/ECB NOV ISSUED,35136904N,091215CERAJ01,-73.83182018,40.67859801,4247539.0,33,0,0,0,cases/107-09 ROCKAWAY BOULEVARD_QUEENS_2015-09-12T00:00:00.csv,107-09 ROCKAWAY BOULEVARDQueens
107-09 ROCKAWAY BOULEVARD,Queens,QN,4247539,11474.0,6.0,2015-09-12,MARCH: WORK WITHOUT PERMIT/ECB NOV ISSUED,35136905P,091215CERAJ01,-73.83182018,40.67859801,4247539.0,33,0,0,0,cases/107-09 ROCKAWAY BOULEVARD_QUEENS_2015-09-12T00:00:00.csv,107-09 ROCKAWAY BOULEVARDQueens
107-09 ROCKAWAY BOULEVARD,Queens,QN,4247539,11474.0,6.0,2016-03-19,MARCH: FAILURE TO MAINTAIN BLDG/ECB NOV ISSUED,35180105P,"031916CERFC03,02,01",-73.83182018,40.67859801,4247539.0,33,0,0,0,cases/107-09 ROCKAWAY BOULEVARD_QUEENS_2016-03-19T00:00:00.csv,107-09 ROCKAWAY BOULEVARDQueens
107-09 ROCKAWAY BOULEVARD,Queens,QN,4247539,11474.0,6.0,2013-09-28,MARCH: WORK WITHOUT PERMIT/ECB NOV ISSUED,35065031H,092813CNEAC02,-73.83182018,40.67859801,4247539.0,33,0,0,0,cases/107-09 ROCKAWAY BOULEVARD_QUEENS_2013-09-28T00:00:00.csv,107-09 ROCKAWAY BOULEVARDQueens
107-09 ROCKAWAY BOULEVARD,Queens,QN,4247539,11474.0,6.0,2015-09-12,MARCH: WORK WITHOUT PERMIT/ECB NOV ISSUED,35136904N,091215CERAJ02,-73.83182018,40.67859801,4247539.0,33,0,0,0,cases/107-09 ROCKAWAY BOULEVARD_QUEENS_2015-09-12T00:00:00.csv,107-09 ROCKAWAY BOULEVARDQueens
107-09 ROCKAWAY BOULEVARD,Queens,QN,4247539,11474.0,6.0,2016-03-19,MARCH: FAILURE TO MAINTAIN BLDG/ECB NOV ISSUED,35180107Z,"031916CERFC03,02,01",-73.83182018,40.67859801,4247539.0,33,0,0,0,cases/107-09 ROCKAWAY BOULEVARD_QUEENS_2016-03-19T00:00:00.csv,107-09 ROCKAWAY BOULEVARDQueens
107-09 ROCKAWAY BOULEVARD,Queens,QN,4247539,11474.0,6.0,2016-03-19,MARCH: FAILURE TO MAINTAIN BLDG/ECB NOV ISSUED,35180106R,"031916CERFC03,02,01",-73.83182018,40.67859801,4247539.0,33,0,0,0,cases/107-09 ROCKAWAY BOULEVARD_QUEENS_2016-03-19T00:00:00.csv,107-09 ROCKAWAY BOULEVARDQueens
107-10 ROCKAWAY BOULEVARD,Queens,QN,4247860,11482.0,33.0,2012-07-08,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.83193039,40.67806498,4247860.0,10,0,6,0,cases/107-10 ROCKAWAY BOULEVARD_QUEENS_2012-07-08T00:00:00.csv,107-10 ROCKAWAY BOULEVARDQueens
107-11 NORTHERN BOULEVARD,Queens,QN,4042212,1702.0,62.0,2013-10-06,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35065313X,,-73.86150178,40.75809991,4042212.0,22,0,4,0,cases/107-11 NORTHERN BOULEVARD_QUEENS_2013-10-06T00:00:00.csv,107-11 NORTHERN BOULEVARDQueens
107-14 101 AVENUE,Queens,QN,4198624,9425.0,106.0,2013-09-13,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.83545415,40.68700657,4198624.0,16,0,3,0,cases/107-14 101 AVENUE_QUEENS_2013-09-13T00:00:00.csv,107-14 101 AVENUEQueens
107-15 112 STREET,Queens,QN,4203433,9550.0,76.0,2015-03-21,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35127185L,032115CNER03,-73.82857799,40.68229105,4203433.0,31,1,2,0,cases/107-15 112 STREET_QUEENS_2015-03-21T00:00:00.csv,107-15 112 STREETQueens
107-23 LIBERTY AVENUE,Queens,QN,4201673,9512.0,33.0,2016-03-08,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.83399426,40.68386331,4201673.0,10,0,2,0,cases/107-23 LIBERTY AVENUE_QUEENS_2016-03-08T00:00:00.csv,107-23 LIBERTY AVENUEQueens
108 NORTH 6 STREET,Brooklyn,BK,3062167,2334.0,20.0,2016-04-30,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.96032206,40.71824401,3062167.0,84,0,2,1,cases/108 NORTH 6 STREET_BROOKLYN_2016-04-30T00:00:00.csv,108 NORTH 6 STREETBrooklyn
108 NORTH 6 STREET,Brooklyn,BK,3062167,2334.0,20.0,2016-09-10,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35212650Y,091016CERLP01,-73.96032206,40.71824401,3062167.0,84,0,2,1,cases/108 NORTH 6 STREET_BROOKLYN_2016-09-10T00:00:00.csv,108 NORTH 6 STREETBrooklyn
108-02 NORTHERN BOULEVARD,Queens,QN,4042782,1723.0,1.0,2012-07-06,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.86076325,40.75755741,4042782.0,17,1,6,0,cases/108-02 NORTHERN BOULEVARD_QUEENS_2012-07-06T00:00:00.csv,108-02 NORTHERN BOULEVARDQueens
108-14 ROOSEVELT AVENUE,Queens,QN,4049189,1996.0,9.0,2014-02-15,ECB VIOLATION SERVED,35090750Z,,-73.85803845,40.75065997,4049189.0,27,0,0,0,cases/108-14 ROOSEVELT AVENUE_QUEENS_2014-02-15T00:00:00.csv,108-14 ROOSEVELT AVENUEQueens
1088 FULTON STREET,Brooklyn,BK,3057707,2016.0,22.0,2015-06-28,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.9574035,40.68121962,3057707.0,520,12,58,0,cases/1088 FULTON STREET_BROOKLYN_2015-06-28T00:00:00.csv,1088 FULTON STREETBrooklyn
1088 FULTON STREET,Brooklyn,BK,3057707,2016.0,22.0,2013-11-15,MARCH: FAILURE TO MAINTAIN BLDG/ECB NOV ISSUED,35064942Y,,-73.9574035,40.68121962,3057707.0,520,26,64,0,cases/1088 FULTON STREET_BROOKLYN_2013-11-15T00:00:00.csv,1088 FULTON STREETBrooklyn
1089 CYPRESS AVENUE,Queens,QN,4086050,3567.0,3.0,2014-04-06,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35081419Y,040614CNETZ03,-73.89984668,40.69651978,4086050.0,52,0,1,0,cases/1089 CYPRESS AVENUE_QUEENS_2014-04-06T00:00:00.csv,1089 CYPRESS AVENUEQueens
109 EAST 9 STREET,Manhattan,MN,1008963,555.0,40.0,2012-12-05,MARCH: NO PA PERMIT/ECB NOV ISSUED,34940585X,121412PANETZ01,-73.989889,40.73050486,1008963.0,42,0,2,0,cases/109 EAST 9 STREET_MANHATTAN_2012-12-05T00:00:00.csv,109 EAST 9 STREETManhattan
109 EAST 9 STREET,Manhattan,MN,1008963,555.0,40.0,2012-12-05,MARCH: NO PA PERMIT/ECB NOV ISSUED,35000256L,121412PANETZ01,-73.989889,40.73050486,1008963.0,42,0,2,0,cases/109 EAST 9 STREET_MANHATTAN_2012-12-05T00:00:00.csv,109 EAST 9 STREETManhattan
109 GRAHAM AVENUE,Brooklyn,BK,3071343,3079.0,25.0,2016-03-13,MARCH: FAILURE TO MAINTAIN BLDG/ECB NOV ISSUED,35168794H,031316CNEJM01,-73.94321395,40.7054737,3071343.0,104,0,8,0,cases/109 GRAHAM AVENUE_BROOKLYN_2016-03-13T00:00:00.csv,109 GRAHAM AVENUEBrooklyn
109 LUDLOW STREET,Manhattan,MN,1005319,410.0,25.0,2012-08-11,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,34985178H,081112CERLP02,-73.98895590000001,40.71941471,1005319.0,38,0,3,0,cases/109 LUDLOW STREET_MANHATTAN_2012-08-11T00:00:00.csv,109 LUDLOW STREETManhattan
109-06 CORONA AVENUE,Queens,QN,4048132,1955.0,9.0,2012-10-06,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.85396481,40.74205345,4048132.0,23,0,2,0,cases/109-06 CORONA AVENUE_QUEENS_2012-10-06T00:00:00.csv,109-06 CORONA AVENUEQueens
109-07 LIBERTY AVENUE,Queens,QN,4201755,9514.0,28.0,2015-09-11,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.83249034,40.68446728,4201755.0,8,0,0,0,cases/109-07 LIBERTY AVENUE_QUEENS_2015-09-11T00:00:00.csv,109-07 LIBERTY AVENUEQueens
109-07 LIBERTY AVENUE,Queens,QN,4201755,9514.0,28.0,2014-09-12,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.83249034,40.68446728,4201755.0,8,0,1,0,cases/109-07 LIBERTY AVENUE_QUEENS_2014-09-12T00:00:00.csv,109-07 LIBERTY AVENUEQueens
109-08 LIBERTY AVENUE,Queens,QN,4202337,9532.0,4.0,2016-03-08,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.83250512,40.68392273,4202337.0,76,0,7,0,cases/109-08 LIBERTY AVENUE_QUEENS_2016-03-08T00:00:00.csv,109-08 LIBERTY AVENUEQueens
1098 LAFAYETTE AVENUE,Bronx,BX,2005839,2731.0,40.0,2013-03-17,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35006512Z,,-73.89347651,40.81600944,2005839.0,3,0,0,0,,1098 LAFAYETTE AVENUEBronx
1098 LAFAYETTE AVENUE,Bronx,BX,2005839,2731.0,40.0,2013-10-12,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.89347651,40.81600944,2005839.0,3,0,0,0,,1098 LAFAYETTE AVENUEBronx
11 WEST 32 STREET,Manhattan,MN,1015850,834.0,33.0,2016-01-29,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.98623205,40.74770416,1015850.0,27,0,4,0,cases/11 WEST 32 STREET_MANHATTAN_2016-01-29T00:00:00.csv,11 WEST 32 STREETManhattan
111 ORIENTAL BOULEVARD,Brooklyn,BK,3245979,8732.0,6.0,2013-12-06,MARCH: NO PA PERMIT/ECB NOV ISSUED,35080952H,,-73.95247138,40.57719511,3245979.0,31,0,4,0,cases/111 ORIENTAL BOULEVARD_BROOKLYN_2013-12-06T00:00:00.csv,111 ORIENTAL BOULEVARDBrooklyn
111 ORIENTAL BOULEVARD,Brooklyn,BK,3245979,8732.0,6.0,2013-12-06,MARCH: NO PA PERMIT/ECB NOV ISSUED,35030391L,,-73.95247138,40.57719511,3245979.0,31,0,4,0,cases/111 ORIENTAL BOULEVARD_BROOKLYN_2013-12-06T00:00:00.csv,111 ORIENTAL BOULEVARDBrooklyn
111-10 ROOSEVELT AVENUE,Queens,QN,4435542,2013.0,5.0,2014-11-14,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35111511L,111515CNEJM01,-73.85532289,40.75147020000001,4435542.0,10,0,4,0,cases/111-10 ROOSEVELT AVENUE_QUEENS_2014-11-14T00:00:00.csv,111-10 ROOSEVELT AVENUEQueens
111-10 ROOSEVELT AVENUE,Queens,QN,4435542,2013.0,5.0,2014-06-13,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35095982K,,-73.85532289,40.75147020000001,4435542.0,10,0,0,0,cases/111-10 ROOSEVELT AVENUE_QUEENS_2014-06-13T00:00:00.csv,111-10 ROOSEVELT AVENUEQueens
111-10 ROOSEVELT AVENUE,Queens,QN,4435542,2013.0,5.0,2014-02-15,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.85532289,40.75147020000001,4435542.0,10,0,0,0,cases/111-10 ROOSEVELT AVENUE_QUEENS_2014-02-15T00:00:00.csv,111-10 ROOSEVELT AVENUEQueens
111-16 ROOSEVELT AVENUE,Queens,QN,4563780,2013.0,108.0,2015-04-17,MARCH: NO PA PERMIT/ECB NOV ISSUED,35127457X,041715CERNEFC02,-73.85507265,40.75154516,4563780.0,12,0,0,0,cases/111-16 ROOSEVELT AVENUE_QUEENS_2015-04-17T00:00:00.csv,111-16 ROOSEVELT AVENUEQueens
111-18 ROOSEVELT AVENUE,Queens,QN,4049890,2013.0,9.0,2013-02-16,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.85500340000002,40.751565899999996,4049890.0,5,0,0,0,cases/111-18 ROOSEVELT AVENUE_QUEENS_2013-02-16T00:00:00.csv,111-18 ROOSEVELT AVENUEQueens
111-46 LEFFERTS BOULEVARD,Queens,QN,4250423,11623.0,29.0,2014-04-25,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.82103000000001,40.67915505,4250423.0,55,0,4,0,cases/111-46 LEFFERTS BOULEVARD_QUEENS_2014-04-25T00:00:00.csv,111-46 LEFFERTS BOULEVARDQueens
111-46 LEFFERTS BOULEVARD,Queens,QN,4250423,11623.0,29.0,2015-03-07,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.82103000000001,40.67915505,4250423.0,55,1,9,0,cases/111-46 LEFFERTS BOULEVARD_QUEENS_2015-03-07T00:00:00.csv,111-46 LEFFERTS BOULEVARDQueens
1114 AVENUE U,Brooklyn,BK,3199355,7343.0,5.0,2016-09-10,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.96061395,40.59811324,3199355.0,20,0,1,0,cases/1114 AVENUE U_BROOKLYN_2016-09-10T00:00:00.csv,1114 AVENUE UBrooklyn
1116 AVENUE U,Brooklyn,BK,3199356,7343.0,6.0,2015-12-04,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.96054458,40.59812796,3199356.0,28,0,5,0,cases/1116 AVENUE U_BROOKLYN_2015-12-04T00:00:00.csv,1116 AVENUE UBrooklyn
1116 AVENUE U,Brooklyn,BK,3199356,7343.0,6.0,2012-07-20,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.96054458,40.59812796,3199356.0,28,0,5,0,cases/1116 AVENUE U_BROOKLYN_2012-07-20T00:00:00.csv,1116 AVENUE UBrooklyn
1116 AVENUE U,Brooklyn,BK,3199356,7343.0,6.0,2014-06-06,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.96054458,40.59812796,3199356.0,28,0,5,0,cases/1116 AVENUE U_BROOKLYN_2014-06-06T00:00:00.csv,1116 AVENUE UBrooklyn
1118 CORTELYOU ROAD,Brooklyn,BK,3118611,5154.0,9.0,2016-08-05,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.96718881,40.6396648,3118611.0,49,0,10,0,cases/1118 CORTELYOU ROAD_BROOKLYN_2016-08-05T00:00:00.csv,1118 CORTELYOU ROADBrooklyn
1118 CORTELYOU ROAD,Brooklyn,BK,3118611,5154.0,9.0,2013-05-17,MARCH: EXIT PASSAGE OBSTRUCTED/ECB NOV & PARTIAL VACATE ISSUED P,35010713R,,-73.96718881,40.6396648,3118611.0,49,1,3,0,cases/1118 CORTELYOU ROAD_BROOKLYN_2013-05-17T00:00:00.csv,1118 CORTELYOU ROADBrooklyn
1119 FLATBUSH AVENUE,Brooklyn,BK,3118897,5165.0,64.0,2016-03-16,VACATE,,,-73.95741414,40.64320756,3118897.0,14,0,0,0,cases/1119 FLATBUSH AVENUE_BROOKLYN_2016-03-16T00:00:00.csv,1119 FLATBUSH AVENUEBrooklyn
1119 FLATBUSH AVENUE,Brooklyn,BK,3118897,5165.0,64.0,2016-03-23,VACATE,,,-73.95741414,40.64320756,3118897.0,14,0,0,0,cases/1119 FLATBUSH AVENUE_BROOKLYN_2016-03-23T00:00:00.csv,1119 FLATBUSH AVENUEBrooklyn
1119 FLATBUSH AVENUE,Brooklyn,BK,3118897,5165.0,64.0,2013-11-23,VACATE,,,-73.95741414,40.64320756,3118897.0,14,0,3,0,cases/1119 FLATBUSH AVENUE_BROOKLYN_2013-11-23T00:00:00.csv,1119 FLATBUSH AVENUEBrooklyn
1119 FLATBUSH AVENUE,Brooklyn,BK,3118897,5165.0,64.0,2015-11-19,VACATE,,,-73.95741414,40.64320756,3118897.0,14,0,0,0,cases/1119 FLATBUSH AVENUE_BROOKLYN_2015-11-19T00:00:00.csv,1119 FLATBUSH AVENUEBrooklyn
112 AVENUE A,Manhattan,MN,1005082,402.0,7501.0,2012-12-15,MARCH: NO PA PERMIT/ECB NOV ISSUED,35000257N,121512PANETZ01,-73.98337430000001,40.72583377,1005082.0,26,0,0,0,cases/112 AVENUE A_MANHATTAN_2012-12-15T00:00:00.csv,112 AVENUE AManhattan
112 RIVINGTON STREET,Manhattan,MN,1005380,411.0,7501.0,2013-02-15,MARCH: FAILURE TO MAINTAIN BLDG/ECB NOV ISSUED,35006424Z,,-73.98770434,40.7200669,1005380.0,97,1,3,0,cases/112 RIVINGTON STREET_MANHATTAN_2013-02-15T00:00:00.csv,112 RIVINGTON STREETManhattan
112 RIVINGTON STREET,Manhattan,MN,1005380,411.0,7501.0,2012-08-14,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,34985179J,081112CERLP03,-73.98770434,40.7200669,1005380.0,97,0,2,0,cases/112 RIVINGTON STREET_MANHATTAN_2012-08-14T00:00:00.csv,112 RIVINGTON STREETManhattan
112 RIVINGTON STREET,Manhattan,MN,1005380,411.0,7501.0,2015-03-13,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.98770434,40.7200669,1005380.0,97,1,16,0,cases/112 RIVINGTON STREET_MANHATTAN_2015-03-13T00:00:00.csv,112 RIVINGTON STREETManhattan
112 RIVINGTON STREET,Manhattan,MN,1005380,411.0,7501.0,2016-05-21,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.98770434,40.7200669,1005380.0,97,2,32,0,cases/112 RIVINGTON STREET_MANHATTAN_2016-05-21T00:00:00.csv,112 RIVINGTON STREETManhattan
112-06 LIBERTY AVENUE,Queens,QN,4202528,9535.0,3.0,2014-04-25,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.82990265,40.68495276,4202528.0,7,0,3,0,cases/112-06 LIBERTY AVENUE_QUEENS_2014-04-25T00:00:00.csv,112-06 LIBERTY AVENUEQueens
112-07 JAMAICA AVENUE,Queens,QN,4192679,9226.0,31.0,2016-10-15,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.83618573,40.69781618,4192679.0,4,0,1,0,cases/112-07 JAMAICA AVENUE_QUEENS_2016-10-15T00:00:00.csv,112-07 JAMAICA AVENUEQueens
112-08 ROCKAWAY BEACH BOULEVARD,Queens,QN,4303744,16166.0,43.0,2015-11-13,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.83417506,40.58092018,4303744.0,21,0,5,0,cases/112-08 ROCKAWAY BEACH BOULEVARD_QUEENS_2015-11-13T00:00:00.csv,112-08 ROCKAWAY BEACH BOULEVARDQueens
112-08 ROCKAWAY BEACH BOULEVARD,Queens,QN,4303744,16166.0,43.0,2015-02-20,MARCH: EXIT PASSAGE OBSTRUCTED/ECB NOV ISSUED,35117455N,022015CNERWS02,-73.83417506,40.58092018,4303744.0,21,0,9,0,cases/112-08 ROCKAWAY BEACH BOULEVARD_QUEENS_2015-02-20T00:00:00.csv,112-08 ROCKAWAY BEACH BOULEVARDQueens
112-16 ROCKAWAY BEACH BOULEVARD,Queens,QN,4303743,16166.0,40.0,2014-05-09,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.83434394,40.58087261,4303743.0,129,1,31,0,cases/112-16 ROCKAWAY BEACH BOULEVARD_QUEENS_2014-05-09T00:00:00.csv,112-16 ROCKAWAY BEACH BOULEVARDQueens
112-32 ROCKAWAY BEACH BOULEVARD,Queens,QN,4457875,16166.0,35.0,2015-02-20,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.83467981,40.58077876,4457875.0,78,1,12,0,cases/112-32 ROCKAWAY BEACH BOULEVARD_QUEENS_2015-02-20T00:00:00.csv,112-32 ROCKAWAY BEACH BOULEVARDQueens
112-51 ROOSEVELT AVENUE,Queens,QN,4044995,1786.0,28.0,2017-04-30,MARCH: EXIT PASSAGE OBSTRUCTED/ECB NOV ISSUED,35245117R,043017CNESC01,-73.85282169,40.75267314,4044995.0,15,0,0,0,cases/112-51 ROOSEVELT AVENUE_QUEENS_2017-04-30T00:00:00.csv,112-51 ROOSEVELT AVENUEQueens
1122 BUSHWICK AVENUE,Brooklyn,BK,3076728,3357.0,42.0,2016-05-13,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.91871891,40.68949673,3076728.0,433,31,147,0,cases/1122 BUSHWICK AVENUE_BROOKLYN_2016-05-13T00:00:00.csv,1122 BUSHWICK AVENUEBrooklyn
113 EAST 157 STREET,Bronx,BX,2002978,2483.0,23.0,2016-11-05,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.92633871,40.82575824,2002978.0,26,0,1,0,cases/113 EAST 157 STREET_BRONX_2016-11-05T00:00:00.csv,113 EAST 157 STREETBronx
113 EAST 157 STREET,Bronx,BX,2002978,2483.0,23.0,2016-02-07,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.92633871,40.82575824,2002978.0,26,0,1,0,cases/113 EAST 157 STREET_BRONX_2016-02-07T00:00:00.csv,113 EAST 157 STREETBronx
113 EAST 157 STREET,Bronx,BX,2002978,2483.0,23.0,2013-01-04,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.92633871,40.82575824,2002978.0,26,0,1,0,cases/113 EAST 157 STREET_BRONX_2013-01-04T00:00:00.csv,113 EAST 157 STREETBronx
113 EAST 157 STREET,Bronx,BX,2002978,2483.0,23.0,2014-03-15,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.92633871,40.82575824,2002978.0,26,0,7,0,cases/113 EAST 157 STREET_BRONX_2014-03-15T00:00:00.csv,113 EAST 157 STREETBronx
113 EAST 157 STREET,Bronx,BX,2002978,2483.0,23.0,2014-07-18,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.92633871,40.82575824,2002978.0,26,0,8,0,cases/113 EAST 157 STREET_BRONX_2014-07-18T00:00:00.csv,113 EAST 157 STREETBronx
113 JANE STREET,Manhattan,MN,1012125,642.0,1.0,2016-12-09,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-74.00932174,40.7382984,1012125.0,133,3,17,2,cases/113 JANE STREET_MANHATTAN_2016-12-09T00:00:00.csv,113 JANE STREETManhattan
113-12 SPRINGFIELD BOULEVARD,Queens,QN,4240132,11136.0,23.0,2013-05-12,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.74076327,40.70373489,4240132.0,20,0,2,0,cases/113-12 SPRINGFIELD BOULEVARD_QUEENS_2013-05-12T00:00:00.csv,113-12 SPRINGFIELD BOULEVARDQueens
1134 1 AVENUE,Manhattan,MN,1045314,1457.0,3.0,2017-04-07,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.96016354,40.76159348,1045314.0,259,2,159,0,cases/1134 1 AVENUE_MANHATTAN_2017-04-07T00:00:00.csv,1134 1 AVENUEManhattan
114 KENMARE STREET,Manhattan,MN,1066733,482.0,7501.0,2013-02-02,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35000159J,020113CERFC02,-73.99774001,40.72120258,1066733.0,136,0,16,0,cases/114 KENMARE STREET_MANHATTAN_2013-02-02T00:00:00.csv,114 KENMARE STREETManhattan
114 KENMARE STREET,Manhattan,MN,1066733,482.0,7501.0,2013-02-02,MARCH: FAILURE TO MAINTAIN BLDG/ECB NOV ISSUED,35000158H,020113CERFC01,-73.99774001,40.72120258,1066733.0,136,0,16,0,cases/114 KENMARE STREET_MANHATTAN_2013-02-02T00:00:00.csv,114 KENMARE STREETManhattan
